72,0,8,4,13,3,18,6,9,18,21,12,6,10,18,34,19,23,51,30,38,37,40,31,40,41,28,36,44,18,20,26,28,26,25,27,10,48,24,41,31,48,57,48,49,18,53,62,53,63,38,52,57,63,60,71,67,30,65,72,70,58,

j60/J6010_4.RCP,0,2,22,3,14,6,1,35,26,27,20,24,38,31,53,17,23,4,34,46,5,8,9,33,10,11,18,13,25,29,30,12,28,32,19,21,7,36,37,15,16,49,39,40,41,45,51,44,52,42,48,43,47,60,50,54,55,56,57,58,59,
BestTime:,0,0,29,0,30,6,0,52,36,33,21,6,36,25,46,2,33,6,43,20,15,22,25,9,32,33,22,26,15,33,42,9,3,15,17,16,22,61,20,20,37,21,32,41,2,33,42,38,46,43,68,53,62,71,46,50,63,68,56,58,72,
80,0,2,33,6,36,9,6,61,42,37,29,16,41,33,53,3,35,15,46,28,22,25,32,17,33,36,26,30,25,43,52,15,4,20,23,20,25,63,25,21,43,28,37,46,4,38,50,41,56,49,71,62,68,80,56,55,68,72,58,63,80,

j60/J6010_5.RCP,0,2,1,4,8,19,9,3,6,16,5,34,12,27,29,7,10,15,18,25,31,13,14,21,26,20,30,24,17,32,22,39,23,48,36,41,38,11,35,44,33,42,40,51,43,45,46,28,47,37,49,53,50,52,54,56,60,55,58,57,59,
BestTime:,0,0,0,3,10,18,10,0,8,3,8,32,15,10,30,13,22,17,22,27,41,17,20,27,43,23,13,30,31,32,35,45,41,62,3,36,49,43,35,55,35,46,48,60,48,59,50,56,50,51,57,72,36,62,67,64,78,73,74,70,60,
79,0,3,8,10,18,27,12,8,17,13,15,33,23,16,40,22,32,27,30,35,44,20,26,36,50,31,14,32,41,38,43,48,48,72,8,46,53,49,45,59,45,55,56,64,57,62,60,62,51,52,67,73,39,68,73,70,79,78,77,74,68,

j60/J6010_6.RCP,0,3,2,11,14,4,5,16,25,27,39,33,10,13,26,40,1,19,6,9,52,21,28,7,8,12,20,38,37,41,54,32,15,35,17,23,24,43,55,31,29,49,50,53,51,30,44,18,22,42,34,36,56,58,45,48,59,46,47,57,60,
BestTime:,0,0,0,2,12,2,5,9,13,32,34,30,10,7,13,55,0,18,9,2,29,22,18,11,7,9,13,41,30,19,46,12,13,32,16,11,23,32,43,28,28,33,40,55,40,35,29,28,37,41,12,51,55,62,42,48,66,52,56,57,64,
70,0,5,2,12,13,5,7,12,14,38,36,32,16,8,23,64,9,28,11,3,39,32,23,16,10,11,22,43,40,29,55,13,19,42,18,12,30,33,52,34,35,40,42,62,46,41,37,30,47,51,13,55,62,70,48,58,68,56,57,66,66,

j60/J6010_7.RCP,0,2,1,4,6,3,43,5,8,23,7,10,14,26,12,13,17,29,31,16,20,22,9,15,18,19,21,24,32,30,38,39,11,51,37,46,25,27,28,40,34,42,36,47,49,33,55,45,35,44,41,48,52,56,60,53,50,54,58,59,57,
BestTime:,0,0,0,10,10,0,8,8,9,11,9,16,12,15,24,30,24,30,15,14,26,27,11,30,14,15,17,28,30,18,27,35,19,36,26,36,22,39,39,46,39,46,28,44,47,43,50,52,50,12,35,48,50,55,61,53,53,56,63,61,56,
73,0,9,10,12,15,8,12,11,16,17,10,22,14,23,30,36,26,35,18,15,30,28,19,39,23,21,27,30,39,27,35,36,24,43,36,44,24,48,46,56,46,50,29,47,55,50,56,53,52,13,43,56,53,56,71,63,61,63,73,69,61,

j60/J6010_8.RCP,0,2,8,6,1,7,14,15,11,23,44,48,3,13,38,24,39,28,35,18,4,9,5,32,10,25,43,37,51,12,16,17,26,30,46,47,29,19,22,40,27,36,21,34,53,31,55,41,52,54,56,57,42,45,60,50,58,20,33,49,59,
BestTime:,0,0,18,7,0,8,11,27,7,34,16,21,0,21,5,32,9,5,29,4,4,3,11,16,18,9,52,16,55,13,27,13,33,32,44,22,15,20,53,23,37,42,15,38,37,13,53,41,40,45,57,54,44,31,61,54,66,44,38,48,59,
71,0,7,27,13,3,12,15,34,9,37,22,25,4,23,7,33,13,7,35,5,8,11,18,19,21,17,53,17,59,20,32,15,40,38,53,31,16,29,60,32,42,48,21,41,44,16,57,44,45,54,66,61,52,37,71,55,70,51,44,49,65,

j60/J6010_9.RCP,0,1,2,3,4,6,44,31,22,10,8,14,13,5,11,16,7,9,18,23,28,17,25,19,37,33,45,21,27,43,20,29,32,46,12,15,41,40,30,39,35,24,34,53,26,50,36,48,42,51,47,49,52,38,55,60,54,57,56,58,59,
BestTime:,0,0,0,0,5,10,10,20,25,9,20,18,12,10,12,17,17,26,18,26,32,26,24,26,39,43,43,24,27,49,30,30,41,37,9,31,32,31,33,33,39,2,37,56,43,44,39,37,48,54,49,50,58,49,61,39,57,66,59,71,74,
81,0,2,5,9,10,20,20,26,32,14,26,25,18,12,17,22,26,32,24,30,42,29,27,31,49,50,53,34,33,59,31,39,43,43,16,33,37,41,41,37,49,6,39,66,44,50,48,39,49,58,54,56,61,57,71,40,64,74,61,80,81,

j60/J6010_10.RCP,61,60,58,56,59,54,15,57,53,55,51,39,50,44,36,17,33,23,46,31,24,52,26,35,20,48,11,42,34,1,49,41,40,28,2,45,16,9,22,38,47,32,19,25,30,27,13,21,43,37,18,14,10,7,5,29,12,8,6,4,3,
BestTime:,73,66,61,57,55,49,40,56,41,55,49,31,60,53,21,18,38,24,41,33,5,16,13,50,42,30,22,32,41,0,52,32,11,31,0,45,36,9,19,20,45,13,9,40,32,24,19,26,52,47,25,21,19,9,8,29,18,11,8,8,0,
73,73,73,70,66,56,54,47,61,47,57,55,33,64,60,31,26,40,25,49,38,8,22,16,55,48,40,30,42,42,5,54,41,12,32,10,48,41,18,24,29,50,21,13,45,41,32,24,31,53,52,29,23,20,19,9,36,20,18,11,12,8,

j60/J6011_1.RCP,0,3,8,1,4,12,37,2,43,5,15,51,6,25,33,22,28,9,32,40,20,38,18,46,24,7,10,35,17,44,16,26,21,42,47,23,45,56,11,13,39,19,50,54,55,59,29,31,53,27,14,48,30,52,36,41,49,34,57,58,60,
BestTime:,0,0,9,0,9,22,26,0,25,3,13,43,3,41,10,25,47,13,22,22,17,32,17,15,40,9,15,31,36,36,5,13,9,16,31,14,47,38,13,18,20,31,47,57,52,61,27,26,51,41,15,40,13,41,17,37,56,9,51,67,59,
71,0,9,15,9,13,31,36,3,30,5,22,52,13,47,16,35,56,22,26,23,22,37,25,20,46,13,17,38,40,43,15,14,10,17,40,22,54,41,18,28,27,41,50,67,56,70,32,36,57,47,16,43,20,51,23,44,61,15,59,71,60,

j60/J6011_2.RCP,0,48,35,28,16,4,3,19,10,27,17,39,22,12,31,23,47,33,18,8,26,49,36,20,43,2,52,11,42,29,50,5,58,45,32,54,7,25,56,9,1,15,38,21,44,30,53,40,24,13,51,6,59,46,34,55,41,60,14,37,57,
BestTime:,0,28,37,38,29,8,0,14,8,15,15,39,19,19,26,37,8,26,21,8,8,38,37,9,37,0,47,15,14,13,39,8,38,15,27,49,8,17,52,14,0,20,29,32,40,24,48,28,39,24,38,8,51,27,28,33,39,59,9,31,56,
61,0,33,39,39,39,9,8,15,9,24,24,47,29,29,28,38,13,27,26,14,10,43,38,17,47,8,51,19,17,22,48,14,44,20,28,52,13,27,53,15,8,21,35,37,49,28,56,37,40,32,44,15,61,31,37,38,47,61,19,33,59,

j60/J6011_3.RCP,0,47,8,27,44,18,37,25,14,1,21,9,29,45,2,23,41,4,24,13,32,20,39,58,16,36,53,48,43,33,49,10,30,17,3,55,54,40,59,46,38,57,15,35,22,26,5,11,52,34,7,12,60,19,42,6,31,56,51,50,28,
BestTime:,0,62,17,15,36,28,27,13,15,0,27,13,31,46,0,34,26,5,26,13,21,7,22,66,23,53,58,41,14,13,51,19,35,20,0,53,56,37,70,34,19,62,13,44,22,27,5,4,52,37,7,17,64,20,28,22,29,58,37,52,32,
76,0,70,20,21,46,35,32,17,19,4,34,15,38,52,7,44,30,13,31,22,26,13,25,72,27,62,62,51,20,14,52,28,37,27,5,57,66,39,76,37,22,64,23,53,26,32,13,6,58,41,15,27,67,29,37,28,36,66,42,56,35,

j60/J6011_4.RCP,0,2,3,12,4,13,1,6,26,5,8,16,32,46,10,18,11,36,21,17,24,23,30,41,7,15,14,33,9,19,58,20,39,51,22,29,40,47,45,37,42,48,49,52,25,31,27,34,44,28,35,38,54,53,56,43,50,55,57,60,59,
BestTime:,0,0,0,13,8,8,0,7,31,7,12,13,7,18,1,29,9,39,21,23,22,13,27,36,11,14,20,15,14,33,64,21,33,35,22,18,35,37,46,25,46,20,40,38,30,33,35,29,33,37,11,30,44,39,57,40,50,54,42,45,29,
69,0,1,8,20,13,13,7,8,40,12,14,21,15,23,9,33,11,46,29,29,30,22,29,42,20,18,21,24,23,35,69,25,35,38,31,27,37,40,54,35,55,27,48,39,33,34,36,30,39,46,12,32,54,44,64,50,60,57,45,54,32,

j60/J6011_5.RCP,0,25,34,47,53,40,17,28,5,18,58,44,52,60,7,24,33,15,26,36,16,27,55,6,22,57,42,23,59,8,30,11,19,3,13,21,38,14,41,1,35,50,45,39,4,31,46,29,9,56,43,54,49,10,32,20,48,51,37,2,12,
BestTime:,0,9,33,34,41,16,16,28,7,8,55,39,38,43,9,27,13,13,18,16,17,18,41,1,19,49,35,15,56,1,28,9,27,0,9,18,26,16,9,0,23,19,38,8,7,21,34,34,9,43,7,47,23,13,31,23,35,28,37,0,10,
65,0,10,35,43,49,23,21,38,16,18,56,41,43,52,19,33,23,16,28,17,27,26,44,9,21,56,40,18,65,9,34,16,28,7,16,27,34,17,10,9,31,27,47,11,8,28,41,39,13,53,12,55,24,23,34,28,37,34,43,1,15,

j60/J6011_6.RCP,0,1,3,21,2,6,4,14,8,7,18,38,10,11,23,26,37,36,40,12,29,13,16,24,20,15,25,30,45,48,5,9,34,50,17,22,43,27,39,46,47,33,41,42,53,44,52,51,55,19,31,28,35,49,32,54,57,56,58,59,60,
BestTime:,0,0,0,26,0,4,4,19,12,14,3,32,9,19,30,19,11,22,23,14,21,26,26,34,20,12,10,23,42,47,4,12,15,52,16,32,40,39,19,31,42,34,40,42,52,32,42,39,45,19,24,34,20,45,34,45,50,57,60,53,66,
70,0,10,3,34,4,12,14,24,14,22,5,40,19,26,39,25,21,32,32,23,25,30,31,42,22,19,11,26,45,52,9,15,16,57,21,34,42,42,29,39,47,42,42,45,53,35,45,43,50,20,30,43,21,55,40,48,60,66,70,59,68,

j60/J6011_7.RCP,0,38,13,28,44,20,34,46,25,35,18,59,42,52,4,10,50,58,8,17,30,9,22,31,12,27,6,19,1,45,21,5,47,26,36,51,60,43,53,23,33,15,24,40,16,29,41,56,32,49,57,39,14,2,7,54,3,48,55,37,11,
BestTime:,0,10,19,23,34,23,44,24,15,44,22,52,22,48,5,8,37,62,5,10,25,5,14,25,10,26,10,18,0,38,18,5,32,10,26,45,51,33,41,22,7,5,27,30,15,41,51,47,35,32,49,8,8,0,35,51,0,38,56,30,5,
70,0,15,23,30,38,25,45,32,19,51,26,59,31,51,7,18,44,70,8,14,33,12,24,35,18,27,19,25,5,48,22,10,38,14,36,47,58,37,49,24,13,10,35,34,23,45,56,52,44,41,51,16,15,5,41,60,5,48,62,31,10,

j60/J6011_8.RCP,61,60,42,55,58,56,51,57,39,23,44,33,41,34,11,32,13,28,20,59,53,48,37,49,45,40,30,35,26,16,29,24,19,25,38,47,18,52,46,50,43,36,27,22,31,14,17,12,10,15,54,8,6,5,2,7,3,21,9,4,1,
BestTime:,69,50,22,22,65,41,8,64,23,44,56,41,55,20,15,46,37,16,13,61,55,50,26,23,46,41,1,21,15,16,36,12,5,26,20,26,23,51,13,41,33,24,20,18,10,5,8,1,13,15,8,13,8,1,0,5,0,37,31,5,0,
69,69,55,26,31,67,44,15,65,31,46,64,49,56,29,20,55,46,22,16,69,61,59,35,26,50,46,11,23,21,19,41,13,12,36,23,33,26,55,22,51,41,33,24,20,19,10,18,8,20,25,11,23,13,8,1,13,5,41,37,15,5,

j60/J6011_9.RCP,0,26,21,52,53,44,59,51,31,41,35,11,30,42,18,17,36,6,47,25,5,23,56,10,24,40,50,32,43,20,34,7,22,38,1,12,57,45,54,29,2,16,33,48,19,37,8,27,39,13,28,46,14,49,4,3,60,58,55,15,9,
BestTime:,0,11,13,23,34,31,42,26,12,38,15,3,15,45,9,17,30,12,30,24,8,30,55,3,19,21,38,29,21,17,10,12,21,21,0,18,38,35,45,33,0,13,19,29,9,13,8,20,18,8,21,44,8,33,3,0,57,51,35,22,8,
62,0,19,15,31,43,34,49,33,13,45,21,11,17,48,13,21,35,17,32,26,11,33,57,9,21,22,45,33,31,22,13,20,30,28,3,21,42,44,55,38,8,17,21,35,17,23,18,29,23,17,30,51,12,38,12,8,62,52,38,24,10,

j60/J6011_10.RCP,0,6,45,30,24,53,10,48,28,18,25,34,32,23,4,52,8,12,20,47,15,38,36,59,57,51,13,27,42,29,14,37,44,55,19,54,7,5,22,33,31,11,9,56,1,60,16,58,3,40,49,17,43,2,50,21,35,41,39,46,26,
BestTime:,0,5,33,15,15,25,5,25,8,18,22,15,18,8,1,40,1,8,22,21,1,8,15,49,31,28,15,25,27,25,20,27,25,47,23,28,9,1,11,10,33,11,14,34,0,42,8,53,0,24,43,10,9,0,37,10,24,40,23,24,29,
58,0,8,43,23,17,34,9,30,9,22,23,21,27,10,8,42,11,15,25,24,8,13,24,58,34,31,25,26,28,27,22,37,33,53,24,31,18,10,15,18,40,15,20,41,1,46,14,58,5,25,49,14,14,1,47,12,28,48,29,29,33,

j60/J6012_1.RCP,0,50,52,59,33,20,47,35,14,54,51,42,18,56,43,22,32,40,17,24,38,13,53,2,19,30,36,45,34,5,46,28,7,48,58,44,49,60,11,26,1,8,23,29,4,10,25,41,16,27,3,9,57,39,15,55,6,21,31,37,12,
BestTime:,0,32,37,52,14,12,22,31,10,44,43,22,12,51,33,16,15,22,14,16,19,16,43,0,16,19,22,24,23,6,14,9,6,15,28,20,29,54,10,15,0,9,18,6,9,6,9,24,16,18,0,16,32,15,6,45,6,18,24,18,14,
59,0,37,44,55,22,22,28,32,15,52,51,26,18,54,43,24,16,24,15,22,25,25,45,6,24,22,28,32,33,9,19,19,10,21,31,29,32,59,14,20,9,13,23,7,16,12,15,32,22,19,6,18,34,24,13,50,14,22,31,27,16,

j60/J6012_2.RCP,0,5,33,60,30,14,19,59,8,24,23,1,45,26,41,15,28,38,12,53,42,22,34,3,17,35,43,20,32,39,10,51,56,47,29,4,18,58,44,48,54,11,50,57,6,21,37,9,25,55,46,52,36,7,49,31,40,13,27,2,16,
BestTime:,0,3,4,48,22,11,3,32,3,16,11,0,24,17,10,10,11,5,3,29,23,17,23,0,17,10,24,3,24,27,8,28,45,23,16,3,1,13,29,21,31,3,38,16,1,8,16,3,16,38,5,25,7,1,24,10,31,8,7,0,6,
58,0,12,6,58,27,16,10,36,7,22,21,8,28,24,15,17,16,7,10,38,29,19,24,1,23,18,28,4,29,31,10,31,48,28,24,5,10,15,31,25,38,5,45,21,3,15,24,6,22,39,15,26,11,3,32,13,38,11,8,3,9,

j60/J6012_3.RCP,0,7,9,26,58,6,30,24,16,4,51,13,57,53,46,42,1,31,55,21,50,11,60,28,23,14,3,19,47,40,34,25,20,43,15,12,2,59,54,18,5,37,32,10,35,56,22,45,38,36,29,48,8,39,33,52,49,41,27,17,44,
BestTime:,0,21,7,9,26,6,30,31,10,7,54,6,60,54,26,46,0,14,62,15,48,13,60,31,20,15,0,10,38,32,37,27,9,14,13,21,0,65,50,14,15,32,22,21,10,38,6,35,17,31,31,41,7,37,25,39,38,30,9,18,35,
75,0,30,9,10,27,13,37,35,15,15,62,9,65,60,31,54,7,15,64,17,54,23,62,34,25,22,6,20,48,35,41,31,12,22,18,27,10,75,60,24,21,41,30,31,14,46,14,38,22,38,32,50,14,46,31,40,39,36,12,26,38,

j60/J6012_4.RCP,0,14,15,7,5,45,3,40,19,49,30,39,11,44,47,25,56,59,13,24,46,22,52,28,31,34,4,41,43,20,50,54,57,32,27,2,6,10,16,21,51,55,58,33,36,8,12,18,48,26,29,60,35,38,1,37,9,42,17,23,53,
BestTime:,0,3,8,6,3,12,0,32,8,2,11,11,12,9,32,21,48,42,10,15,47,23,21,32,38,18,3,11,44,18,21,17,49,9,16,0,1,7,6,7,19,47,31,1,1,6,12,8,39,18,38,59,44,15,0,11,8,25,7,23,40,
69,0,8,9,10,11,17,1,39,15,12,12,18,18,12,40,31,49,51,16,21,49,31,28,38,44,19,8,21,47,23,27,27,59,11,17,6,7,12,11,15,21,48,38,2,9,14,16,18,47,25,45,69,48,25,3,16,14,31,14,32,42,

j60/J6012_5.RCP,0,13,37,51,17,6,8,27,39,12,23,38,16,55,35,19,59,5,42,54,34,43,52,30,45,25,33,11,58,2,15,24,31,47,26,41,50,1,10,21,22,3,44,53,32,48,57,36,14,28,7,46,56,9,49,60,4,20,29,40,18,
BestTime:,0,17,37,25,17,13,2,8,25,2,2,24,15,51,30,9,53,9,24,43,30,33,33,18,31,25,13,17,62,0,15,18,26,30,19,17,6,0,4,13,24,0,28,43,15,35,46,30,10,20,9,34,52,9,22,36,9,22,30,23,18,
63,0,24,46,34,18,22,4,15,29,8,6,34,25,52,35,15,61,13,33,44,36,43,36,24,33,30,14,25,63,9,17,26,30,38,20,24,12,9,10,15,28,2,31,51,16,43,53,37,16,24,17,39,62,19,23,41,15,24,33,29,23,

j60/J6012_6.RCP,0,50,3,58,2,54,57,10,19,30,29,46,53,37,48,23,1,13,21,36,47,27,4,49,24,7,16,42,14,56,9,51,59,41,11,25,38,18,28,40,12,32,8,17,26,39,52,60,6,15,34,45,20,31,5,22,33,43,44,55,35,
BestTime:,0,25,0,47,0,31,41,15,15,22,11,34,28,16,27,14,0,5,23,13,29,17,9,41,32,15,11,15,5,37,9,39,53,34,23,23,22,15,16,17,16,26,3,13,16,31,50,41,9,15,21,41,23,13,5,14,11,29,23,41,16,
54,0,29,5,48,3,41,44,16,23,29,16,37,29,18,36,17,9,11,28,16,37,22,15,50,41,23,13,19,14,41,15,40,54,41,31,26,26,16,23,22,22,35,13,23,22,34,53,50,11,25,27,44,32,18,6,23,21,39,26,47,20,

j60/J6012_7.RCP,0,58,31,37,21,34,60,36,15,55,9,50,23,6,13,49,1,27,59,11,41,19,24,33,45,18,2,32,17,48,22,30,44,47,46,5,8,14,20,4,29,39,52,3,57,7,38,16,56,28,12,43,54,26,35,42,53,25,10,40,51,
BestTime:,0,36,22,5,9,14,64,9,12,35,6,36,9,5,12,32,0,14,50,2,25,2,12,1,25,16,0,5,6,26,25,14,24,6,6,2,2,22,23,1,19,19,22,0,54,2,15,5,46,1,12,29,44,6,32,29,39,16,5,22,31,
71,0,43,32,13,14,24,71,19,16,37,12,46,19,6,22,39,1,17,57,11,31,12,15,9,32,20,2,15,9,30,29,22,30,15,10,5,5,23,25,2,27,26,31,5,64,6,18,14,50,9,18,36,54,10,35,32,44,22,10,25,36,

j60/J6012_8.RCP,0,57,41,43,44,45,11,47,35,48,52,18,39,22,53,16,29,3,6,4,49,36,8,24,54,15,26,34,7,23,58,40,13,25,46,50,55,2,27,37,9,31,60,14,51,56,19,30,59,12,33,42,17,28,1,20,32,5,21,38,10,
BestTime:,0,41,15,26,31,17,9,33,17,33,44,3,17,17,30,3,8,0,9,6,34,20,9,10,34,10,13,11,6,9,26,11,12,17,17,27,35,0,19,23,3,26,55,9,43,51,11,13,36,11,14,20,13,19,0,10,15,6,11,30,11,
60,0,43,20,34,33,27,12,43,25,43,51,8,20,19,35,11,12,9,12,11,35,26,11,13,36,20,19,13,14,10,35,18,13,22,21,30,41,3,26,31,10,30,60,11,44,55,17,15,42,17,23,26,17,23,6,11,24,9,17,36,13,

j60/J6012_9.RCP,0,56,58,36,19,6,26,41,51,11,59,14,49,4,20,53,34,42,9,55,7,44,24,13,45,3,15,50,31,40,52,12,43,28,27,18,57,8,22,60,16,46,5,17,54,32,21,29,35,47,30,38,48,33,39,1,10,23,2,37,25,
BestTime:,0,46,46,28,5,17,39,21,43,10,50,11,32,6,34,33,5,23,15,42,4,32,34,11,40,0,24,24,20,19,44,4,33,18,19,19,47,6,17,56,14,24,14,11,52,17,24,15,23,25,34,20,25,22,44,0,5,13,0,31,26,
59,0,47,53,30,9,21,44,31,47,13,59,18,42,14,39,35,13,29,24,46,10,40,44,18,43,6,34,29,22,23,46,11,36,23,20,28,50,15,26,57,21,27,17,19,56,24,31,20,25,33,44,28,32,29,52,5,11,17,4,33,32,

j60/J6012_10.RCP,0,40,34,33,60,45,13,24,37,42,28,31,48,38,47,32,44,30,4,1,41,27,20,57,3,43,22,58,12,23,9,46,2,36,10,21,26,6,54,16,50,39,11,52,15,19,56,17,51,7,49,55,29,14,25,5,35,59,8,18,53,
BestTime:,0,24,21,51,63,25,3,41,5,33,18,24,38,24,33,32,30,58,6,0,61,18,1,33,0,33,6,48,26,3,1,67,0,11,25,3,31,16,43,26,68,16,18,56,16,25,58,10,46,1,38,70,31,31,51,1,1,77,10,25,21,
79,0,33,25,58,67,30,11,51,13,38,21,32,46,30,36,33,38,61,16,1,67,24,3,38,1,43,14,54,31,12,3,68,6,19,33,12,35,25,48,36,70,19,26,58,21,29,63,11,56,10,48,77,33,41,58,5,3,79,18,29,27,

j60/J6013_1.RCP,0,3,2,4,6,19,14,1,5,15,20,7,12,18,27,9,22,36,11,39,31,37,46,33,16,28,24,41,38,8,30,48,10,23,25,47,13,32,17,43,29,35,57,42,21,40,44,50,51,34,26,45,49,53,52,55,56,54,58,59,60,
BestTime:,0,0,0,9,9,47,15,0,4,11,72,5,7,44,57,18,61,71,24,78,26,63,32,26,13,60,25,34,64,34,71,40,50,55,50,96,57,24,65,79,83,84,113,79,20,87,88,90,97,31,94,101,94,102,106,103,84,113,120,121,121,
128,0,7,9,11,15,55,24,4,5,18,78,13,9,47,64,26,71,76,25,83,34,72,40,31,20,63,32,40,65,44,79,50,57,59,60,101,61,25,71,87,84,94,121,88,24,94,90,97,106,32,96,102,95,103,113,113,87,120,125,124,128,

j60/J6013_2.RCP,0,3,1,7,8,2,4,6,9,13,5,10,18,12,11,17,14,15,16,19,20,29,21,23,26,33,22,27,24,25,28,30,31,34,32,35,38,39,36,40,46,42,41,47,44,43,54,48,51,37,45,49,55,50,52,53,56,57,58,60,59,
BestTime:,0,0,0,2,5,6,8,6,16,16,18,20,22,24,25,34,28,34,37,38,38,8,42,50,47,45,42,51,55,55,44,48,64,8,14,61,19,50,65,65,71,88,51,98,75,64,80,88,81,85,71,92,98,100,101,100,103,103,107,112,112,
118,0,2,6,5,8,8,18,16,25,20,19,22,24,28,34,37,38,36,42,45,47,12,50,55,48,51,44,61,64,65,45,50,65,14,15,64,20,54,75,71,80,98,53,99,85,71,81,92,88,88,78,100,102,101,107,103,112,109,116,118,118,

j60/J6013_3.RCP,0,2,3,1,8,7,5,6,10,4,9,17,15,18,34,28,36,11,46,13,16,22,50,30,33,52,27,35,20,23,26,31,24,25,39,38,37,12,14,21,19,32,40,48,42,49,29,41,43,53,56,58,45,51,44,47,54,57,55,60,59,
BestTime:,0,0,0,0,2,8,7,6,2,8,10,21,11,12,21,56,28,21,49,29,28,12,71,59,32,64,38,29,17,35,32,40,40,43,56,46,48,40,46,56,25,44,66,58,66,60,66,59,69,63,73,94,76,71,79,85,92,80,83,84,84,
97,0,6,8,2,7,12,11,8,5,10,20,23,21,21,28,66,38,29,53,32,32,17,73,66,40,68,44,35,25,40,40,43,46,49,58,56,56,48,56,59,28,46,69,60,71,64,76,63,79,64,80,97,83,73,85,92,94,84,93,90,89,

j60/J6013_4.RCP,0,2,1,3,9,4,7,11,5,13,6,12,8,10,25,20,23,18,14,17,15,19,21,22,32,16,46,31,24,35,47,27,26,30,29,33,42,37,28,43,44,39,38,36,34,50,40,41,45,48,52,49,51,53,54,55,57,56,60,59,58,
BestTime:,0,0,0,8,8,8,14,16,18,26,26,23,33,41,42,24,23,33,28,41,33,49,49,42,69,50,60,70,51,37,59,66,70,79,59,70,75,70,75,80,80,29,84,86,16,75,37,51,32,87,90,96,94,99,101,106,94,96,104,109,106,
114,0,8,8,16,18,14,23,23,26,33,33,24,41,42,51,26,28,37,29,49,42,50,59,49,70,60,70,75,59,41,66,70,80,86,69,75,79,75,79,87,84,32,90,96,21,78,40,59,38,94,99,101,96,104,106,109,96,106,111,113,114,

